content,score
gampang banget digunakan kedepannya semoga berkurang lagi wktu log innya biar ga ada lag,5
Kalo maintenance suka ga kira kira kadang waktunya ga nentu bikin jadi susah,4
kekurangan selama pakai blu suka agak lama loadingnya saat buka menu gak cepet seperti bank lain,4
sangat bagus. Transaksi ataupun menabung lebih mudah. terimakasih banyak.,5
Aplikasinya berat ga satset msh kalah sama bank digital sebelah...tlng diperbaiki ya,3
"Baguss bangetttt, transfer gratis,engk ada bunga ini sih wajibb untuk dicoba apk nya dan engk bekal nyesellll 🔥✨💯💯",5
Apk nya tolong di perbaiki agak diley padahal sinyal bagus udah cuma itu ajah sih yang lain bagus sih,5
"seneng banget pake blu,bisa atur keuangan... kakau ada masalah langsung gercep bantuin dan aku suka banget. makasii blu udah nemenin aku tahun ini.",5
mantap tramsaksi jd lebih mudah terutama transfer antar bank gratis,5
"proses qris loading, bayar pake BCA aman, pas udah bayar pake BCA malah tiba2 yang Blu sukses tanpa pemberitahuan. Gajadi pake Blu.",1
"pengunaan simpel dan cepat, dapat di gunakan di mana saja dan kapan saja",5
"apk nya update mulu anjr, kalo ga update ga bisa dibuka, penuh memori saya",4
Transaksi lancar tapi buka aplikasi loadiangnya lama banget,4
Aplikasinya BERAT. Perlu Optimalisasi di Samsung Galaxy A15 LTE.,1
"Knaa ya kok gabisa, udh masukin nomor trus diklik lanjutkan ga bisaa😭 Error teruss, pdhl jaringannya enak",2
aplikasi nya disuruh update terus tapi masih lemot kalo dipake... percuma si,3
"mantul, cuman lebih mantul lagi kalau ada pembayaran buat bayar IndiHome",5
aplikasi cukup berat dan lemot kalo dibuka tolong ditingkatkan lagi,3
Susah mau verif wajah aja. udah ga di masker udah ga pke kaca mata udah telanjang masih aja susah. Fix klw besok masih ga bisa juga hapus akun aja ribet ga kayak sebelah mudah..,1
Sangan bagus dan bermanfaat tapi hanya saat masuk atau login agak lama menunggu,5
"Kk, tambahin kecamatan cikembar di aplikasi blu ya, biar bisa daptar tabungan blu ya, soal ya ga terdaftar kecamatan ci kembar kabupaten sukabumi di aplikasi blu bca digital ya🙏🙏🙏",5
"Aplikasi lambat bgt, mau log in lama, mau tf lama, cape nunggunya",2
Aplikasi sudah diupdate bukannya makin bener malah sama aja masih lemooootttt,1
"Cacat!! Selalu mentok di isi data setelah foto KTP !! ""tunggu sebentar data anda sedang diproses"" sampai 20 menit lamanya belum selesai juga berkali-kali pula",1
"Aplikasi lemot banget, mau action apa aja loadingnya super lama",1
sedikit saran mungkin bisa diperbaiki lagi karena aplikasi cukup lelet untuk diakses,4
sudah cukup bagus cuma agak berat aja sih menurutku gak seperti bca mobile ringan,5
"Apaan sih lama banget verifikasi buat bikin kartunya,2 hari gak bisa-bisa udah pakai kuota sama wifi",1
Skrg transfer dari BCA ke blu kena admin gak seperti sebelumnya masih free... Apakah BCA merasa dirugikan karena banyak yg simpan uang di blu?? Auto uninstall sorry,3
APLIKASI NYA SUPER LEMOT TIDAK COCOK BUAT TRANSAKSI PAKE QR DAN TIDAK COCOK BUAT SEMUA JENIS TRANSAKSI ONLINE.,1
Bagus.. tapi proses transisi nya lemot banget .. emang dari sananya udh gitu,5
"Kecewa sih udah daftar dan melengkapi persyaratan tp katanya gagal gatau kenapa? Apa krn sy hny ibu rumah tangga? Tp dsni sy mau menyimpan dn bertransaksi, bukan mau minjam uang sehingga mesti ada persyaratan khusus utk membuka rekening ini. Data saya yg sdh terlanjur masuk apakah aman? Tlong di hapus sj. Trimakasih",1
Saya baru 2 hari buka rek di BLU..dah transfer juga 100 ribu karena iming2 hadiah pengguna baru dari Telkomsel Redi..lgi nunggu hadiahnya nih..transfer dari Redi ke bank lain juga gratis..mungkin masih promo pengguna baru..Kya jago ma Aladin gitu katanya ..,5
"Gimana cara aktifkan kan ya ? Disuruh screen lock , udah screen lock balik ke menu awal",4
Untuk sekarang kayaknya 3 jg udah cukup yah karena aku ngerasa aplikasinya lemotttttttt bgt.,3
"Animasinya kadang bikin berat, tapi overal oke.",4
"saya puas...transaksi digital tanpa buku tabungan,, tanpa kartu ATM...cukup dg hp android terima kasih sahabatku yg telah merekomendasikan BLU """" saya dan anak2 sudah menggunakannya",5
Saya tidak bisa melalui proses foto aplikasi padahal udh dalam studio aplikasi dibenarkan dulu,1
"kak, tolong, aplikasi keluar terus, saya kesulitan transaksi, kalau gini terus, uang saya gimana dongggg",1
Buat log in ulang susah banget ... kehalang ferifikasi wajah gak bisa bisa parah...👎👎👎👎👎👎👎👎👎👎👎👎,1
Makin di update malah error 😓 udh bgs2 mlh di update mulu lha jd error klau blm siap launcing jngn di update knp 😐,2
"semua transaksi sangat mudah digunakan dengan melalui handphone ,mantap pokoknya",5
"ternyata buka rekening gagal, padahal data sudah benar semua, rugi waktu, udah poto ktp, selfi, poto npwp, nyatanya masih gagal, payah",1
aplikasinya bagus tpi pas verifikasi vc tellernya yaallah mlh ketawa2 sambil ngobrol sma org di sampingnya biasanya bca pegawainya ngga kaya gni,1
"Aplikasi nya sangat berat masih bagus OVO,. Apalagi sama NEO tertinggal jauh 🙄",1
Bagus si cuma kenapa suka sesi anda habis terus jdi logout sendiri tolong perbaiki,4
Aplikasi bank digital paling ambruk acak acakan beli voucher google Play saldo kepotong kode nya kosong ga bisa di salin pula kodenya parah,1
Kenapa saat saya mau reset password di pengisian tanggal lahir sangat susah ya? Sdh di geser sesuai tanggal lahir saya namun dia tetap berubah sendiri,1
"Abis di update malah jadi ga bisa buka apk nya, tolong ini gimana ya😭",3
"Baru nyobain inovasi baru BCA ini donks😍 Fitur2 blu idaaman banget, praktis n klop banget buat kaum milenial. Misahin budget bulanan, tabungan. pendidikan, dan jalan-jalan...bisa lah! Bikin nabung jadi kegemaran, bukan sekedar kebiasaan. Dan bisa bebas biaya admin 😁 Mantapzz 🔥🔥 Jangan ragu buat download ya gaes😊",5
Saya suka aplikasi ini... Tolong dibuat lebih ringan lagi... Terlalu lambat... Kurang sat set...,5
Blu ini bener-bener dukung aku untuk selalu mengatur keuangan. sukses terus buat blu dan terimakasih blu🫶,5
Ga nyangka sih. BLU. Dikirain cuma warna pelangi. Trnyata Rekening digital BCA yg sangat bermanfaat buat anak milineal😭 bisa buka deposito. Tf ke bank lain tanpa biaya💙😭 top bgt emg Blu💙💙💙💙💙 Topppppppp,5
"tambahi fitur QR untuk nomor rekening min, biar cepet kl mau tf etc tinggal scan",4
cocok untuk gen z dijaman sekarang. saran upgrade tampilan nya lebih keren lagi,5
"Waktu pertama buat, nunggu vc ma CS rada lama, mngkn krna dah mlm kali ya. Tp pas siangny aq bikin, lgsg diangkat. Mbak CS nya jg mau jelasin semua yg aq tanyain. Dan semudah itu pake apps ini, lgsg nyoba buat masukin deposito deh. Bismillah semoga g da kendala kedepannya. Amin",5
banyak bug dan Lemot tolong diperbaiki dan ditingkatkan..!,1
Kecewa dengan layanannya. Top up e-money gopay dari siang sampai malam belum juga diproses,1
"aplikasi slelalu for close saat mau vc . kalo ga bisa buat bank digital udh lah gak usah ikut""n neo",1
"okee banget sih ini, banyak reward juga.. cuma berharap bca ke blu ga kena admin hehe",5
"Aplikasi nya sangat membantu, Fitur fiturnya menarik 🔥🔥🔥",5
"sbg pengguna bca dr lama, pakai blu jg nyaman transaksi'a. ga ada biaya admin jg. semoga bs terus aman seperti bca",5
"Payah Tarik tunai pake admin skarang, padahal udah seneng pake aplikasi ini, sangat membantu untuk para kryawan yg dihantui biaya admin",2
"bagus banget ini aplikasi, kaya akam fitur, cuma ntag kenala saya merasa aplikasi ini berat sekali",5
transfer lebih mudah dan bisa buat tabungan apk y ... Joss moga selalu kasih yg terbaik,5
Tolong di Menu E Money di Tambakan Shope Pay & i saku dong biar semakin lengkap bisa Top Up Saldo secara lgsg soalnya Shope Pay sangat penting,4
"Benar kata review yang lainnya, ada delay beberapa detik saat akses di aplikasinya",2
"sangat mudah di gunakan, dan masih banyak keuntungan lainnya yang bisa di dapatkan di setiap transaksi",5
"Sementara 3 dlu, klo semua fitur bisa s Diakses, auto bintang naik..",3
Lebih sering minta update dan susah sekali yang mau update muter terus,2
"transaksi mudah, trf ke bank lain gratis,pengunaan aplikasi mudah.",5
Selalu kebobolan ada transaksi yang tidak di ketahui padahal sudah 3x ganti debit,2
"Keren sih, tarik tunai doang ada admin nya, siap siap sepi pengguna apk blu bca ☺️ Nyesel banget gw jadinya, padahal top e money aja udah serba pake admin, di tambah tarik tunai",1
"Saya kasi 4 bintang dlu baru daftar soalnya, katanya di promosi ada bonus saldo bagi pengguna blu bca dengan menggunakan code refferal dari blu dimna saya menemukannya",4
percuma hide saldo dihome tapi saat transaksi saldo terlihat. team ui nya aneh bgt,1
Proses pendaftaran rekening mudah dan cepat. Selalu fast respon dan berhasil transaksi.,5
Kok sering force close sendiri ya waktu saya buka appnya jd takut,1
"Saya kasih 2 dulu, coba tolong di buatkan fitur SETOR TUNAI tanpa kartu di atm seperti BCA yg biasa. Karna sekarang masih banyak yg menggunakan uang tunai. 🏧🔚 Sekarang saya tambah jadi 4 karna sudah ada setor tunai dan no VA",4
Kak mohon bantuan nya kenapa pas minta kode otp malah ga ada notip masuk dan mohon izin bertanya apalagi udh bikin atm nya terus jarang di isi saldo itu bakal gimana?terimakasih dan mohon di tunggu perbaikan nya,3
mudah di gunakan dan simple walau masih agak lambat dalam penggunaan aplikasinya,5
"Sangat kecewa sama yg video call pas tahap terakhir pendaftaran,,,masa nama ibu kandung saya lain katanya,,pikir wowww yg ngelahirin saya mama ku atau kamu,se enaknya aja mengganti ibu ku,",1
"tolong admin saya ada tranfer dari blue bca 200rb, saldo di akun blue saya kepotong tapi saldo dibaca syaa tidak ada uang masuk 200rb, telpon ke 1500668 tidak ada jawaban yg memuaskan, disuruh nunggu 7 hari di cek tim analisa,padahal perusahan group bca sekelas bca ngecek sistem apakah sampai 7 hari lgs dilihat saja harusnya ketahuan klo ada kesalahan, saldo di blue ke potong tidak masuk rek bca parah bca ini 200rb dari 1 org kalo ada 1jt org brp duit itu yg terkumpul dan ditahan 7-14 hari",1
Koneksi masih suka ilang2 waktu mau masuk app nya.,5
msih ada beberapa transaksi yang tidak bisa di gunakan contoh nya flazz,4
Top up flazz transaksi tulisannya berhasil tapi dananya ga masuk ke flazz,3
"Bad experience make nih aplikasi, udah ngelag, aplikasinya berat mending make app sebelah",2
"Aduh BLU, aplikasi kamu kok lemot, lebih lemot dari Bank lain. Perbaikin dong, malu ah",3
"keren, bayar ini itu, beli ini itu, begitu mudah, begitu simpel. BLUbuy aja deh....",5
"mantap....bebas biaya admin...lanjut terus bebas biaya admin....utk top up e-money...jangan cuma gopay, ovo dan dana. tambahin lagi shopee juga bebas admin. suku bunga deposito naikin lagi biar tambah banyak nasabahnya..sukses selalu blu....terima kasih.",5
Sangat kecewa karena blu gak bisa terima dan transfer mata uang asing ( USD dan euro ),1
Wkt proses registrasi tidak bs d proses karena ada yang tidak sesuai ktentuan. Waktu di tanya yang tidak sesuai apa tidak di kasih tw. Payahhhhbb,1
Terimakasih blue bca karena mempermudah proses penutupan rekening melalui aplikasi halo BCA ....terimakasih semoga pelayanan nya semakin bagussss,5
Mohon bantuannya sebelumnya Bludgital bisa saya akses kok sekarang tidak bisa kebuka/ akses rtolong bantuannya..,5
"Saya top up saldo dana nyangkut sampe sekarang, pihak Blu menyarankan telpon cs tapi ngga mikirin pulsa saya, saya habis pulsa banyak gara"" Tiap telpon harus verifikasi identitas dulu hadee",1
Kenpa ya gagal terus saya daftarnya.. dengan tertulis . Maaf nomer kartu atm saya tidak sesuai dengan NIK.. mohon penjelasanya dong,3
"bagus,sudah ok...apalagi klo fitur pinjaman modalnya di permudah...pasti lebih ok...",5
mantap pakai blu makin gampang aja mau transfer antar bank maupun ewalet.. mantap,5
BLU sangat membantu kebutuhan dalam menabung dan transaksi lainnya untuk generasi milenial,5
"recomendedd,mudah digunakan bisa untuk menabung,investasi,dan transaksi internasional",5
"aplikasi gajelas, suruh verifikasi Vidio call tapi gagal terus, INTERNET GAADA KENDALA HP JUGA GA KENTANG KENTANG AMAT. EMANG AJA APK NYA KEK. perbaikin!",1
blu bagusnya enak pake juga sangat suka banget mudah nabung lebih banyak lagi aku,5
"ga heran lah yaa, jebolan BCA. Akses sama simple nya, cuman bedanya ada variasi fitur lain spt bikin pos2 utk tabungan dkk",5
Saya sudah punya akun Karena saya sudah daftar sebelumnya Karena saya ganti HP Otomatis saya download lagi di HP yang baru Tapi kenapa tidak ada pilihan login Kenapa harus daftar lagi Hadehhh,3
Aku kasih masuk dui belasan juta malah keluar2 terus aplikasinya GK bisa transaksi tolong segera di perbaiki apk nya,2
Semenjak pake blu bener-bener ngerasa happy banget soalnya ngebantu saya untuk memanage keuangan dengan baik. Thanks blu 🥰,5
"Kecewa si, sekarang mau setor tunai aja ada biaya admin, emang nominalnya sedikit tapi kek aneh aja masa mau nyetor kena admin hihi. Saya lebih setuju kalo blu ada biaya admin bulanan ketimbang mau nyetor ada admin hihi",3
"Hai, teman teman ayo buka rekening dan pakai blu, caranya juga gampang banget. Ikuti sesuai petunjuk dan jangan tipu tipu lho, dan dapatkan reward spesial khusus 25.000 setelah kamu isi saldomu 500.000 sebelum 7 hari untuk 1x transaksi. Dan kamu juga bisa mendapatkan reward sampai 250.000 dengan mengajak temanmu untuk menjadi nasabah BLU, ingat ini sampai 31 Agustus 2021 buruan dan jangan lupa gunakan kode referral BEATREYXK. Saya telah mencobanya dan mendapatkan 150.000. Selamat mencoba 😉.",5
"Seneng banget pakai blu, bisa apa aja. E walletnya lengkap lagi",5
"Awal pake nyaman, sekarang ga nyaman karena tarik tunai di atm BCA ada adminnya. Agar untuk dibebaskan admin dari tarik maupun setor tunai.",1
"Aplikasi lemot , kurang responsif , face recognition ribet",1
"Masih kurang rekomen Blu bca masih banyak yg perllu ditingkatkan lg masa sy kirim ke bank BCA masih kena biaya admin trus,dan untuk fitur barunya virtual car masih ngambil sumber dana dr nasabahnya sendiri",2
"aplikasi ini agak berat, tolong dibuat lebih ringan di pembaruan selanjutnya.",3
"Ini blu bca hrs pake pulsa tdk , selfi gbs d proses .. tolong info nya",3
"Keren abis deh buat applikasinya, buat kaula muda wajib banget install dan pake app ini",5
Aplikasinya punya fitur yang memanjakan mata untuk para customernya dan kekinian banget untuk desain aplikasinya,5
"yes nice, sangat membantu, semoga ada pembaharuan yg lebih ok lagi. syukur² ada wujud kartu fisik nya",5
Sekarang malah boros mau stor/tarik tunai kena admin terusss. 3500. Klo tarik tunai okelahh.. lahh ini setor pun kena admin juga hadehh,1
Makin lama lemot banget ni aplikasi. Developer nya payah,3
"Aplikasi Berat masih jauh sama Sea Bank, Neo Bank, Mau login saja susah. Payah",3
"Aplikasi sampah, sudah 2 hari top up Gopay gak masuk tapi saldo terpotong. Telpon ke HaloBlu malah dibilang nama Ibu kandung saya beda dengan data yang terdaftar. Ribet harus kirim foto KTP, selfie sambil pegang KTP, sama Kartu Keluarga. Maaf ya saya tarik semua uang saya dari Blu & pindahkan ke rekening bank digital kompetitor.",1
Mudah dan hemat... Ditingkatkan kembali agak loading dikit nunggu oke,5
Mungkin bisa di tingkatkan lagi tentang apk nya biar lagin nya ga lama,5
"sejauh ini ga ada kendala, bagus dan mudah. fitur nya udah lengkap semua",5
"aplikasi sudah bagus , tapi agak lemot ga sat set sat set",5
"Mending jangn install, biaya admin semua. Mau topup saldo Ewallet, transfer juga. Mnding install digital bank yg lain.",1
"Yey akhirnya saya dapat blu debit card nya, tapi sayang tariknya gk gratis lagi di ATM BCA, kalau pun gratis ada limitnya",4
"Emang ribet buka rekeningnya, 2 kali proses VC pembukaan rekening gagal terus alasan sistem bermasalah, masa punya bank swasta terbesar gini amat sistemnya. 😤",1
Appsnya berat bangat UInya tolong di perbaiki,1
Blu lemot apa² keputus jaringan perbaikan mulu terus juga masa setor tarik di kenakan biaya bener² mending bca express deh ktibang ini,3
"gimana ini katanya gratis, ini aku tarik dari ATM BCA kena admin juga, sdh kirim kluar kena admin skg narik ATM BCA juga kena admin.. padahal itu yg saya sanjung waktu pertama ada blu.. waduh perbaiki adminnya itu loh baru saya perbaiki bintangnya.. jgn gitulah..",1
lengkap fiturnya..namun ada baik buat reward gratis transfer antar bank di tuliskan sisa berapa,4
Udah nunggu dari atrean 238 pas Sampek saya atrean saya ada kesalahan suru coba lagi udh nunggu lama gagal lagi kecewa klo saya berhasil saya kasil 5 bintang nya,1
"Knp tidak bisa di upgrade ini blu,berat sekali",4
"Aplikasi taiiik..mau buka rekening aja smpek berhari hari, seharinya smpek berjam2 cmn habisin kuota dan waktu dengan sia sia",1
Apk nya bgus lancar juga GK lemot bila yg bilng lemon hp kalian yg emng lemot bukan apk blu by BCA digital bgus pendataran juga mudah simpel bnget,5
aplikasinya bagus dan tidak lemot dan transaksi cepat.,5
"sangat mudah digunakan, kalau bisa ada fitur flexy cash makin mantab",5
kenapa apk blue nih. kok sering eror. mau transaksi terkendala terus nih... apa kah mainten apa bagaimana nih?,5
ditingkatkan lagi biar lebih smooth pas buka aplikasi gak loading,5
Maaf saya kasih bintang 3 dlu saya ga bisa terhubung trus buat VC nya padahal jaringan udh bagus mohon d bantu,3
"bagus, cuma kenapa harus ada admin tarik tunai ,padahal kan sama² bca",5
Wajib download ini krna harus tukar uang. Pdhal hp lowbet ending nya muter2 n bkin ribet. Nuker uang baru nya ga jdi. Males syarat nya ribet. Pdahal saya nasabah setia. Kali ini duper kecewa ama bca,1
Bebas biaya admin emang yang paling di nanti nanti banget sama kaum milenial kaya saya. Nyesel deh baru download sekarang aplikasi blu bcanya.,5
Aplikasi ini bagus cuman perlu diperbaiki tentang stortunai bisa all atm lain sedangkan didesa atm bca jarang ditemui👌👏,4
"Rasanya hidup jadi lebih mudah 😎. Iya lho... mau beli sop iga, eh dompet ketinggalan. Untung HP nggak ketinggalan.",5
Bangke giliran urgen koneksi gagal terus padahal koneksi bagus2 aja kontoooollll nyusahin aja,1
"ini konyol bgt,ganti hp,lupa password,akun ke lock. verifikasi wajah lagi,ehh kudu gak pake kacamata.lah mata min,tulisan gak kebaca,gak ada perintah suara,dan cuma sendirian. gagal terussss,Bca dulu memudahkan,ini kenapa jadi rempong banget,yax??😡😡😡😡. jawaban yg bodoh & mau menang sendiri,kalo nasabah lo pake kaca mata semua gimana min??tutup massal kalo akun ke lock???",1
bagus sih tapi sebel appnya lemot banget!! cepet diperbaikin aja yaaa,5
"Banyak promonya, budgeting bulanan jadi lebih gampang",5
"Gabisa transaksi, mana saya lg beli makan mau bayar jd ngebon dlu. Tolong diperbaiki min",2
mohon tambahkan Monet Icon / Themed Icon agar ketika ditambahkan ke homescreen iconnya bisa mengikuti warna wallpaper perangkat.,4
Blu sangat membantu untuk mahasiswa/pelajar yang masih belum memiliki penghasilan tetap atau yang baru memulai bekerja di kategori part time,5
Tolong dong transaksi virtual Account jangan lewat Bi-fast lah.. saya top up gopay pake blu lama sedangkan pakai BCA mobile cepet,3
"Admin memang wajib ya harus pakai no rek cantik ? Pada saat buka rek baru. Terus bagaimana cara melewati permintaan no rek, sy kurang paham",4
Uang saya hilang setelah transfer di blue. Keterangan berhasil. Tapi uang tidak masuk ke rekening saya,1
"Mau daftar aja ribet amat najiss.. admin nya jg tolol2 kesalahan email aja mlah dsruh upload data lgi dr awal gblok amat, buang2 waktu aja. Tolong yah hapus data2 sya yg udh nyangkut. Khawatair di salah gunakan krn sy perhatikan admin nya amatiran smua..",1
Aplikasinya membantu banget dan udah terdaftar di OJK jadi aman dan gak ragu lagi🤩,5
sangat membantu untuk menabung ya jadi ga kecampur sm uang lainnya. yg paling oke proses nya cepet dan gaada potongan admin tiap bulan🥰,5
"Tolong ringanin lagi UI nya min, kadang lag dan patah-patah",4
Semoga kedepannya untuk tambah saldo blu lebih praktis dengan oneklik BCA.,4
Sangat cepat pembuatannya apalagi klo sudah jd nasabah sblmnya Langsung sret srett gk sampek 5 menit tinggal nunggu beres Udah dicoba mantap sih Pertahankan bosku👍🏽👍🏽👍🏽,5
menurut saya cukup bagus . apalagi kalo di Adain fitur isi pulsa data dan lain lain .,4
Ditambahin kartu debit fisik.walaupun sudah bisa tarik tunai di mesin ATM BCA terdekat tanpa kartu. buat yg awam bisa langsung tarik tunai di ATM terdekat menggunakan kartu fisik.,5
rekomendasi bisa hemat dan bisa bikin tabungan berjangka jg,5
"tolong diperbaikin dongggg fitur pengambilan mukanyaa masa udh berkali"" gak bisa juga udh ngikutin prosedurnya tetep aja susah jdiny mau buka blokir susah banget heran",1
"Abis download , mau login berhenti di suruh lockscreen dulu. Duh ribettt dehhhh",1
"Mau vc aja susah nunggu antri, udah mau ke urutan ke 1 tiba"" disconet! Yang bener aja, tamabahin cs nya bos!!",1
selama pemakaian setengah tahun cukup puas tapi agak lama ya kayak berat gak segesit apk mobile banking lainnnya,5
"Jelek bet apknya 😭 kembalikan uangku, masa iya kemaren kemaren masih bisa login eh malah keblokir aneh emang gak jelas aplikasinya",2
Aplikasi nya mantap memudahkan transaksi dan promo ny menjanjikan masukkan referal ini y buat dpt cuan SITIAO51M,5
"Emang ya semua akan berubah pada waktunya💔 dulu serba bebas admin, sekarang jadi serba ada biaya admin",1
"Tolong agar lebih disimpelkan lagi, misal saya mau tf dr BCA kog perlu didaftarkan dulu lah, mestinya kan kirimnya lebih gampang. Apalagi pilih antar bank lagi.",4
Good tapi saat ini utk trx BCA VA nilai nominal blm bisa otomatis tertulis,4
"Kok susah masuk pdhl sdh di upgrade... ok sdh bisa, mungkin tadi sdg maintenance ya kak..",5
"Ini gimana ko gabisa TF yaa? Ada masalah Mulu, sayang banget duit ada di apk BLU BCA ni astagaaaaaaaa",3
"Mantap nih blu ada bonus 25 rb, yg mau bonus juga nih kode undangnya RAHMAFGK3 setelah top up 250rb langsung dapat 25k nya",5
"Saya kasih bintang 5 sbg spresiasi saya, saran saya utk blu rewards jangan dikasih persyaratan, karena dibank digital sebelah rewadsnya dapet 100kali tx ke bank lain bebas admin tiap bulan tanpa syarat, juga tx dompet digital 20kali tanpa admin tiap bulan tanpa syarat.",5
Ya saya serba salah saya coba melalui blu BCA untuk Transaksi di luar negri apakah bisa.ada kode Keamanan 7 digit code cvv.vccv.itu penting.,5
"Yaahhh peraturannya berubah...udh mulai rame yg pake selalu begitu, gk heran sih Gini amat nasib low tier Auto balik lg ke bank oren",2
Ni gmn apk blu stlh hbs login mau dipakai transaksi mlh log out sendiri trus dr td.. Mau hps akun jg hrs hub cs nya dl.. Hadeuhh parah Tdk bs diandalkan,3
"Bantu kak transaksi belum masuk, custemer servis ngak bisa dihubungi",1
Terimakasih pelayanannya.. saya ada keluhan tlp ke operator ga da pulsa.. eeh di tlp balik... saya puas pelayanannya.. sukses terus yah bca..,5
"Performa aplikasi menurun, sekarang lambat sekali",2
Bintang 4 deh soalnya gak ada virtual debit card atau VCC.. kalau ada kan bisa buat transaksi dll,4
Hy admi makasi atas bantuan nyah sekarang blu by bca aku bisa di buka lagi biar pun qanti hpe tetap bisa di buka aplikasi nyah makasi atas kerja sama nyah admin blu by bca,5
sejauh ini semua lancar.. mksh tingkatkan terus ya aplikasinya,5
makin gajelas ni apkikasi skg tiap mau di transfer dr ewallet lain selalu ada notifikasi akun bank anda bermasalah .,1
"Wow! Suka banget Namun, sedikit pertanyaan, fingerprint-nya di mana? Oh iya, di profil ya Siap Mikisih bingit",5
"Tampilan bagus,proses cepat,dan banyak cashback promo,terima kasih",5
"sementara oke cuma kadang terkendala susah masuk, harus mencoba beberapa kali",5
"Parah saya suruh konfirmasi wajah, tapi disuruh buka kacamata. Ya, jelas saya gk tau suruh ngapain ditulisannya. Gimana saya mau ganti pin",4
"Alhamdulillah bisa di approve jga daftar nya cuma butuh waktu 15 menit doank, 5 menit isi akun sesuai identitas kita 10 tunggu Cs Video call ke kita..yuk bca digital maju yuk...aku tunggu IPO di BEI nya 1,2 tahun kedepan sambil kumpulin dana Di aplikasi Blu By Bca Digital dari sekarang.",5
Alhamdulillah makin kesini update an apk nya cukup memuaskan tolong dong next update bisa tarik tunai dengan milih pecahan uangnya di mesin atm setor tarik tunai edit : mesin setor tunai kn ada pecahan 100 sama 50 klw ngambilnya seperti 500 ttp yg d dahuluin pecahan 100,5
Fiturnya lengkap bangeet.. Gampang banget lagi aplikasi blu bcanya,5
"kenapa tarik tunai saya selalu pending? yang bener lah saya perlu uang, anak kosan dibuat susah, aplikasi apaan ini",1
menu loginnya ilang cuk! mana ada bank digital ikutan libur. gebleg gak sih,1
"baik sekali, tapi cashback nya transaksi kemarin tgl.13 Mei belum masuk ?",5
Mengikuti jaman yg semakin canggih jd simple buat digunakan,5
"bagus, wlopun agak sedikit membingungkan dikit but so far bagus",4
"Mau bikin akun nya dipersulit,, tinggal VC buat acc malahan yg d salahin sinyal provider ,, pafahl sinyl juga bagu bagus aja inihh",1
Baru pertama kali pakai disuruh update malah sekarang enggak bisa buka mana ada uang nya lagi kira uang nya hilang enga y,1
"Haloo, saya pengguna baru blu. Saya ada pertanyaan jika saya ingin mempunyai kartu debit dengan rekening yang saya buat di blu, bagaimna caranya. Apakah bisa",5
"Udah bikin laporan perihal nomer, udah kirim laporan sama id laporan dan yang diminta tapi udah lewat 7 hari kerja masih aja belum bisa login pake nomer yang didaftarin.",1
Proses terakhir gwe ngk kunjung berhasil pas vc eror trs..... Tolong di perbaiki sistemnya,1
Mantap 👍 rekomendasi untuk kita semuanya di era digital..dimana memberikan kemudahan-kemudahan..mntap blu by BCA DIGITAL..SALAM HANGAT DARI TARMA SIOMAYBATAGOR BANDUNG .ITC CIBINONG BOGOR KABUPATEN,5
"Aplikasinya optimal, user interface nya juga mudah di ingat",5
"Abis ganti hp kx susah masuk ke blu LG ya nomer tlf masih sama nomer verivikasi gak keluar""",5
Aplikasi blu lumayan bagus cuman sayangnya tranper ke bca virtual accout ko pake admin sedangkan bank lain nggak.,4
"2 Bintang dulu ya.. Ternyata Beda Bank sama bank BCA Juga biaya administrasi lebih mahal dari Bank Lain Okee diralat, 5 Bintang 😊 Apakah ada kode QR untuk menerima pembayaran dari orang lain.. ❓",5
"besar manfaatnya dan pengoperasional simpel, mudah",5
video call lama ngantrinya....susah banget parah..bank yg lain jugak gak harus video call,1
"tolong di prbaiki lagi untuk notifnya, masa cuma kesentuh aja dh kehapus, gak niat baget ngasih promo.",1
Nyoba Beli pulsa lewat aplikasi sampe sekarang ga masuk pulsa nya saldo tetep ke potong hadeh -_-,2
"Saya ngirim uang tidak terkirim kirim malah nyangkut.gimana sii.Bikin laporan malah di bikin muter"" dari Haloblu sampai halo bca.sama sekali tidak membantu",5
"Tolonglah selevel BCA yang harga sahamnya termasuk tinggi di kelasnya, masak aplikasinya lemot. Tolong pekerjakan product designer, UI/UX specialist atau product manager yang berpengalaman. Saat ini ta beri bintang 2 dlu, bintang 3 nya ada sama pak Luhut",2
happy banget dengan gratis ke bank lain menjadi mudah dengan aplikasi blu ini dibanding yg lain👌,5
Kak apk nya knp ya susah bgt untuk masuk ke emailnya jd pinjaman sy blm bisa cair,3
"Lagi maintenance kah?kaga bisa login,padahal mbanking bca biasa bisa login,buat yt dll bisa",1
"Ribet banget ya, ini kan hp saya disuruh pake screenlock, udah dilakukan tetep aja kagak bisa aneh",1
Parah transfer nya udah berbayar padahal kemarin katanya sampai tahun 2025 Well play Di unistal dulu ya Makasih sebelumnya,1
"mantap aplikasinya membantu sekali,segala kendalanya sudah lumayan diperbaiki",5
"Tolong dong blu..sudah 3 hari gak bisa verifikasi wajah..pegalkan, hrs tengok kanan tengok kiri berulang-ulang. Harus hub. ke siapa ya buat buka akun yg ke blokir??? please help me. Tks.",3
"kesel keubun2 make ini, dlm keadaan urgent malah lemot, jaringan padahal ok",3
praktis dan ckp mudah....semoga kedepan juga bisa buat ngisi e-toll,5
