score,stemmed,text_akhir,polarity_score,polarity,sentiment
1,"['kecewa', 'banget', 'minjem', 'duit', 'tolak', 'kexnya', 'aplikasi', 'guna', 'ngebantu', 'rakyat', 'miskin', 'sekalihati', 'hati', 'masuk', 'neraka', 'jahanam', 'akibat', 'makan', 'uang', 'riba']",kecewa banget minjem duit tolak kexnya aplikasi guna ngebantu rakyat miskin sekalihati hati masuk neraka jahanam akibat makan uang riba,-29,negative,-1
1,"['apk', 'jalan', 'verifikasi', 'wajah', 'muter', 'melulu']",apk jalan verifikasi wajah muter melulu,-3,negative,-1
1,"['setor', 'tarik', 'tunai', 'biaya', 'skip', 'uninstall']",setor tarik tunai biaya skip uninstall,5,positive,1
1,"['admin', 'tolong', 'kualitas', 'akses', 'aplikasi', 'bca', 'mobile']",admin tolong kualitas akses aplikasi bca mobile,3,positive,1
5,"['aplikasi', 'ribet', 'pokok', 'deh', 'pakai', 'blu', 'mah', 'mantap']",aplikasi ribet pokok deh pakai blu mah mantap,-3,negative,-1
5,"['blu', 'simpel', 'banget', 'mudah']",blu simpel banget mudah,7,positive,1
4,"['lumayan', 'fitur', 'tingkat']",lumayan fitur tingkat,0,neutral,0
5,"['bantu', 'kantor', 'bca', 'langsung', 'buka', 'rekening', 'tari', 'gampang', 'area', 'mesin', 'setor', 'tunai', 'minimarket', 'moga', 'mudah', 'transaksi', 'online']",bantu kantor bca langsung buka rekening tari gampang area mesin setor tunai minimarket moga mudah transaksi online,15,positive,1
5,"['keren', 'tahan', 'transaksi', 'lancar', 'pakai', 'blutksh']",keren tahan transaksi lancar pakai blutksh,5,positive,1
5,"['mudah', 'operasi', 'cepat', 'direspon', 'mantap']",mudah operasi cepat direspon mantap,9,positive,1
1,"['gagal', 'verivikasi', 'malas', 'mula', 'salah']",gagal verivikasi malas mula salah,-15,negative,-1
5,"['bagus', 'apk', 'tolong', 'ringan', 'apk']",bagus apk tolong ringan apk,0,neutral,0
1,"['akun', 'integrasi', 'app', 'blibli', 'gagal', 'transaksi']",akun integrasi app blibli gagal transaksi,3,positive,1
5,"['aplikasi', 'ngelag', 'mohon', 'baik', 'pindah', 'page', 'page']",aplikasi ngelag mohon baik pindah page page,0,neutral,0
3,"['bikin', 'akun', 'pas', 'foto', 'gagal', 'gilir', 'make', 'wajah', 'kawan', 'min']",bikin akun pas foto gagal gilir make wajah kawan min,2,positive,1
1,"['nabung', 'biaya', 'admin', 'setor', 'tunai']",nabung biaya admin setor tunai,3,positive,1
4,"['hai', 'blu', 'rekening', 'blu', 'terima', 'transfer', 'negeri', 'butuh', 'swift', 'code']",hai blu rekening blu terima transfer negeri butuh swift code,0,neutral,0
4,"['overall', 'bagus', 'pinjam', 'dana', 'bank']",overall bagus pinjam dana bank,2,positive,1
5,"['bagus', 'bayar', 'virtual', 'acount', 'marketplace', 'hijau', 'lain', 'suka', 'bingung', 'gmna']",bagus bayar virtual acount marketplace hijau lain suka bingung gmna,-3,negative,-1
1,"['rumit', 'suruh', 'tunjuk', 'aktekelahiran', 'gara', 'tulis', 'nama', 'salah', 'ktp', 'ktp', 'salah', 'cantum', 'kakak', 'rekening', 'bank', 'ounya', 'surat', 'vaksin', 'rakyat', 'ikegal', 'rakyar', 'indonesia', 'rumit', 'apkikasi', 'mudah', 'daftar', 'pakai', 'aplikasi', 'bank']",rumit suruh tunjuk aktekelahiran gara tulis nama salah ktp ktp salah cantum kakak rekening bank ounya surat vaksin rakyat ikegal rakyar indonesia rumit apkikasi mudah daftar pakai aplikasi bank,-23,negative,-1
5,"['keren', 'banget', 'aplikasi', 'bca', 'emg', 'ngalahin']",keren banget aplikasi bca emg ngalahin,-4,negative,-1
5,"['blu', 'salah', 'aplikasi', 'bantu', 'mudah']",blu salah aplikasi bantu mudah,-6,negative,-1
5,"['bagus', 'loading', 'sat', 'set']",bagus loading sat set,-2,negative,-1
5,"['applikasi', 'blu', 'keren', 'bantu', 'tabung']",applikasi blu keren bantu tabung,2,positive,1
1,"['cacad', 'gabisa', 'udh', 'screenlock', 'udh', 'kunci', 'aplikasi', 'developer', 'gimn']",cacad gabisa udh screenlock udh kunci aplikasi developer gimn,-1,negative,-1
5,"['coba', 'va', 'bca', 'transaksi', 'terkadang', 'hasil']",coba va bca transaksi terkadang hasil,11,positive,1
1,"['verifikasi', 'susah', 'najis']",verifikasi susah najis,-7,negative,-1
2,"['tinggal', 'proses', 'vc', 'trus', 'tattittut', 'trus', 'tolong', 'benahin', 'donk', 'aplikasi', 'mudah']",tinggal proses vc trus tattittut trus tolong benahin donk aplikasi mudah,-1,negative,-1
5,"['blu', 'oke', 'mudah', 'aman', 'transfer', 'semua', 'bank', 'gratis']",blu oke mudah aman transfer semua bank gratis,6,positive,1
1,"['tranfer', 'blu', 'bca', 'digital', 'jt', 'ribu', 'msuk', 'rek', 'uang', 'pinjem', 'bayar', 'semester', 'gimna', 'bahaya', 'kali', 'hubung', 'kait', 'nol', 'telepon', 'angkat', 'coba', 'erti']",tranfer blu bca digital jt ribu msuk rek uang pinjem bayar semester gimna bahaya kali hubung kait nol telepon angkat coba erti,-7,negative,-1
3,"['log', 'pakai', 'hp', 'terang', 'must', 'use', 'real', 'phone']",log pakai hp terang must use real phone,1,positive,1
5,"['alhmdllh', 'transaksi', 'bayar', 'mudah', 'cepat']",alhmdllh transaksi bayar mudah cepat,5,positive,1
1,"['tolong', 'daptar', 'screen', 'lock', 'notifnya', 'lock', 'scren']",tolong daptar screen lock notifnya lock scren,-3,negative,-1
5,"['kenal', 'blu', 'ragu', 'langkah', 'sukses']",kenal blu ragu langkah sukses,5,positive,1
5,"['satsetcuma', 'apk', 'berat', 'satset', 'sinyal', 'bagus']",satsetcuma apk berat satset sinyal bagus,-2,negative,-1
5,"['pokok', 'mantul', 'belanja', 'pakai', 'blupay', 'promonya', 'diskon', 'mantap']",pokok mantul belanja pakai blupay promonya diskon mantap,6,positive,1
1,"['lelet', 'mutermuter', 'melulu', 'koneksi', 'lancar', 'ram', 'gb']",lelet mutermuter melulu koneksi lancar ram gb,-3,negative,-1
5,"['aplikasi', 'stabil', 'uinya', 'bagus']",aplikasi stabil uinya bagus,-3,negative,-1
1,"['nyaman', 'make', 'blu', 'potong', 'pdhl', 'suka', 'kesni', 'aneh']",nyaman make blu potong pdhl suka kesni aneh,4,positive,1
5,"['wahhh', 'neng', 'blu', 'bca', 'mudah', 'promo', 'bangettt', 'jajan']",wahhh neng blu bca mudah promo bangettt jajan,10,positive,1
1,"['susah', 'login', 'perangkat', 'proses', 'kenal', 'wajah', 'gagal']",susah login perangkat proses kenal wajah gagal,-5,negative,-1
5,"['engga', 'kecewa', 'layan', 'bca', 'cs', 'fast', 'respond', 'baik', 'moga']",engga kecewa layan bca cs fast respond baik moga,3,positive,1
1,"['transfer', 'bank', 'aceh', 'kemarin', 'masuk', 'hubung', 'cs', 'via', 'email', 'chat', 'suruh', 'nelpon', 'nomor', 'telepon']",transfer bank aceh kemarin masuk hubung cs via email chat suruh nelpon nomor telepon,-4,negative,-1
5,"['mantap', 'mudh', 'cepat', 'kasih', 'free', 'adm', 'transfer', 'top', 'bulanya']",mantap mudh cepat kasih free adm transfer top bulanya,14,positive,1
5,"['aplikasi', 'hapus', 'trus', 'mesti', 'bikin', 'akun', 'gmna', 'biar', 'akun', 'rekening', 'tolong', 'bantu', 'nomer', 'daftar', 'hilang', 'tolong', 'bantu']",aplikasi hapus trus mesti bikin akun gmna biar akun rekening tolong bantu nomer daftar hilang tolong bantu,-15,negative,-1
5,"['kendala', 'app', 'nyasudah', 'bagus', 'app']",kendala app nyasudah bagus app,-2,negative,-1
5,"['kembang', 'blu', 'mudah', 'transaksi', 'finansial', 'thank']",kembang blu mudah transaksi finansial thank,14,positive,1
4,"['bantu', 'bagus']",bantu bagus,-3,negative,-1
5,"['mudah', 'efisien', 'cocok', 'milienial']",mudah efisien cocok milienial,8,positive,1
5,"['aplikasi', 'bikin', 'simpel', 'transaksibca']",aplikasi bikin simpel transaksibca,-1,negative,-1
1,"['aplikasi', 'sesi', 'habistidak']",aplikasi sesi habistidak,-4,negative,-1
5,"['perangkat', 'redmi', 'susah', 'masuk', 'coba', 'redmi', 'c']",perangkat redmi susah masuk coba redmi c,-5,negative,-1
5,"['lumayan', 'berat', 'buka', 'kadang', 'loding', 'baguss']",lumayan berat buka kadang loding baguss,2,positive,1
2,"['aplikasi', 'berat', 'lemotjadi', 'nyaman']",aplikasi berat lemotjadi nyaman,0,neutral,0
5,"['nyaman', 'tinggal', 'fitur', 'keren', 'pokok']",nyaman tinggal fitur keren pokok,2,positive,1
4,"['tolong', 'baik', 'aplikasi', 'ringan', 'masuk', 'aplikasi']",tolong baik aplikasi ringan masuk aplikasi,-7,negative,-1
4,"['bayar', 'via', 'qris', 'temu', 'kendala', 'kadang', 'tanpilanya', 'gelap']",bayar via qris temu kendala kadang tanpilanya gelap,-1,negative,-1
5,"['hadir', 'aplikasi', 'transaksi', 'laku', 'aman', 'kendali', 'repotrepot', 'antri', 'atm']",hadir aplikasi transaksi laku aman kendali repotrepot antri atm,-1,negative,-1
5,"['simple', 'pke', 'blu', 'dftarnya', 'gmpg', 'tartun', 'stor', 'tunai', 'mudah', 'pkoknya', 'sngat', 'mmbntu', 'skli']",simple pke blu dftarnya gmpg tartun stor tunai mudah pkoknya sngat mmbntu skli,9,positive,1
1,"['saldo', 'yaaa', 'dalam', 'pas', 'cek']",saldo yaaa dalam pas cek,4,positive,1
5,"['tunggu', 'fitur', 'fitur', 'blu', 'banyakin', 'cash', 'backnya', 'pleaseeeeeeee', 'biar', 'rajin', 'pakai', 'blu']",tunggu fitur fitur blu banyakin cash backnya pleaseeeeeeee biar rajin pakai blu,0,neutral,0
4,"['praktis', 'sayang', 'bayar', 'va', 'toped']",praktis sayang bayar va toped,2,positive,1
1,"['daftar', 'lancarnyoba', 'transaksi', 'atm', 'bca', 'iniuang', 'ribu', 'langsung', 'hilangsaldo', 'potong', 'uang', 'atm', 'keluarbolak', 'masuk', 'angka', 'hp', 'anggap', 'salahsy', 'adu', 'mana', 'uang', 'debet']",daftar lancarnyoba transaksi atm bca iniuang ribu langsung hilangsaldo potong uang atm keluarbolak masuk angka hp anggap salahsy adu mana uang debet,-3,negative,-1
3,"['akun', 'blokir', 'buka', 'butuh', 'verifikaai', 'wajah', 'hasil']",akun blokir buka butuh verifikaai wajah hasil,-5,negative,-1
2,"['aplikasi', 'masuk', 'kenal', 'wajah', 'muter', 'muter', 'yaapakah', 'salah']",aplikasi masuk kenal wajah muter muter yaapakah salah,-10,negative,-1
5,"['tingkat', 'topup', 'emoney', 'banyak']",tingkat topup emoney banyak,1,positive,1
5,"['tingkat', 'promonya', 'donk', 'biar', 'tarik']",tingkat promonya donk biar tarik,1,positive,1
3,"['blu', 'bca', 'udh', 'minggu', 'transaksi', 'virtual']",blu bca udh minggu transaksi virtual,4,positive,1
1,"['payah', 'akun', 'masukalasannya', 'verivikasi', 'wajahmasa', 'beda', 'cerita']",payah akun masukalasannya verivikasi wajahmasa beda cerita,-4,negative,-1
2,"['hp', 'beli', 'root', 'deteksi', 'hp', 'root', 'aneh']",hp beli root deteksi hp root aneh,-1,negative,-1
3,"['aktifin', 'susah', 'banget', 'suruh', 'nyala', 'screen', 'lock', 'nyala']",aktifin susah banget suruh nyala screen lock nyala,-6,negative,-1
1,"['kasih', 'ulas', 'pakai', 'vc', 'call', 'registrasi', 'udh', 'verifikasi', 'daftar', 'kadang', 'malu', 'cari', 'anggota', 'payah', 'tolong', 'hapus', 'sistem', 'trakhr']",kasih ulas pakai vc call registrasi udh verifikasi daftar kadang malu cari anggota payah tolong hapus sistem trakhr,-12,negative,-1
1,"['aplikasi', 'lelet', 'banget', 'banyak', 'responding']",aplikasi lelet banget banyak responding,-3,negative,-1
5,"['registrasi', 'tega', 'kasih', 'bintang', 'blu', 'kasih', 'baik', 'antri']",registrasi tega kasih bintang blu kasih baik antri,-1,negative,-1
4,"['bagus', 'kartu', 'debit', 'fisik', 'warna', 'hitam', 'platinum']",bagus kartu debit fisik warna hitam platinum,-6,negative,-1
1,"['bug', 'digit', 'otp', 'kirim', 'digit', 'kirim', 'resend', 'kali', 'kali']",bug digit otp kirim digit kirim resend kali kali,4,positive,1
5,"['aplikasi', 'keren', 'masuk', 'kode', 'referal', 'madikuble', 'bonus']",aplikasi keren masuk kode referal madikuble bonus,-9,negative,-1
1,"['transaksi', 'beli', 'voucher', 'game', 'transaksi', 'pending']",transaksi beli voucher game transaksi pending,9,positive,1
5,"['erti', 'app', 'bantu', 'untk', 'transaksi', 'hari']",erti app bantu untk transaksi hari,3,positive,1
1,"['transfer', 'bca', 'blu', 'pakai', 'biaya', 'admin', 'males', 'top']",transfer bca blu pakai biaya admin males top,1,positive,1
4,"['lngkah', 'terkhir', 'koneksi', 'pdahal', 'lancar', 'konesinya']",lngkah terkhir koneksi pdahal lancar konesinya,0,neutral,0
4,"['aplikasi', 'bagus', 'kirim', 'kirim', 'dana', 'cepat', 'recommended', 'dech']",aplikasi bagus kirim kirim dana cepat recommended dech,2,positive,1
5,"['aplikasi', 'bantu', 'masyarakat', 'transaksi', 'mudah', 'cepat']",aplikasi bantu masyarakat transaksi mudah cepat,2,positive,1
5,['bantu'],bantu,-1,negative,-1
1,"['layan', 'buruk', 'setor', 'tunai', 'uang', 'macet', 'mesin', 'bikin', 'lapor', 'minggu', 'uang', 'progres', 'lempar', 'suruh', 'hubung', 'halobca', 'suruh', 'hubung', 'haloblu', 'lau', 'suruh', 'hubung', 'haloblu', 'gitu', 'ujung']",layan buruk setor tunai uang macet mesin bikin lapor minggu uang progres lempar suruh hubung halobca suruh hubung haloblu lau suruh hubung haloblu gitu ujung,-17,negative,-1
5,"['bagus', 'mudah', 'sayang', 'kadang', 'suka', 'lelet']",bagus mudah sayang kadang suka lelet,6,positive,1
5,"['apk', 'mudah', 'banget', 'dipakenyadapat', 'cashback', 'neng', 'polll']",apk mudah banget dipakenyadapat cashback neng polll,8,positive,1
5,"['lelet', 'bangettttsimpel', 'gambar', 'ar']",lelet bangettttsimpel gambar ar,-1,negative,-1
1,"['teansferg', 'pakai', 'buru', 'buru', 'uang', 'tarik', 'tunai', 'coba', 'takut', 'bodoh']",teansferg pakai buru buru uang tarik tunai coba takut bodoh,-1,negative,-1
2,"['launching', 'bebas', 'biaya', 'admin', 'trftarik', 'tunai', 'biaya', 'admin', 'pakek', 'blu', 'bca', 'simpen', 'uang', 'urgent', 'tarik', 'uinstall', 'deh']",launching bebas biaya admin trftarik tunai biaya admin pakek blu bca simpen uang urgent tarik uinstall deh,1,positive,1
3,"['sudh', 'daftar', 'vc', 'mati', 'pegawai', 'antri', 'coba', 'antirian', 'mati']",sudh daftar vc mati pegawai antri coba antirian mati,0,neutral,0
5,"['gratis', 'transfer', 'kmnpun']",gratis transfer kmnpun,4,positive,1
1,"['error', 'transfer', 'belanja', 'alfamart', 'indomaretmohon', 'diperbaikihati', 'guna', 'tarik', 'tunai', 'atm', 'bca']",error transfer belanja alfamart indomaretmohon diperbaikihati guna tarik tunai atm bca,0,neutral,0
5,"['transfer', 'mudah', 'bebas', 'biaya', 'transfer', 'terima', 'kasih', 'blu']",transfer mudah bebas biaya transfer terima kasih blu,2,positive,1
5,"['pakai', 'blu', 'tabung', 'bca', 'mantab', 'banget', 'blurewards', 'gratis', 'biaya', 'transfer', 'bank', 'mantab', 'deh', 'pakai', 'mudah', 'login', 'tinggal', 'pakai', 'fingerprint']",pakai blu tabung bca mantab banget blurewards gratis biaya transfer bank mantab deh pakai mudah login tinggal pakai fingerprint,9,positive,1
5,"['aplikasi', 'enak', 'nyaman', 'berat', 'banding']",aplikasi enak nyaman berat banding,1,positive,1
3,"['tolong', 'layan', 'daftar', 'tingkat', 'vcall', 'susah']",tolong layan daftar tingkat vcall susah,-3,negative,-1
3,"['nyoba', 'isi', 's ldo', 'bisafalid', 'data']",nyoba isi s ldo bisafalid data,-6,negative,-1
5,"['mantap', 'stor', 'tarik', 'uang', 'mudah', 'bank', 'digital']",mantap stor tarik uang mudah bank digital,10,positive,1
5,"['lelet', 'banyak', 'putus', 'tolong', 'baik', 'sistem']",lelet banyak putus tolong baik sistem,-3,negative,-1
5,"['mudah', 'guna', 'nyacepat', 'transfer']",mudah guna nyacepat transfer,4,positive,1
1,"['video', 'callnya', 'susah', 'data', 'masuk']",video callnya susah data masuk,-9,negative,-1
2,"['daftar', 'ribettt', 'pas', 'foto', 'selfie', 'hasil', 'sulitttt']",daftar ribettt pas foto selfie hasil sulitttt,9,positive,1
5,"['sumpah', 'nemu', 'aplikasi', 'ribet', 'satset', 'bayar', 'aplikasi', 'bantu', 'banget', 'fiks', 'deh', 'org', 'ribet', 'bayar', 'pakai', 'aplikasi']",sumpah nemu aplikasi ribet satset bayar aplikasi bantu banget fiks deh org ribet bayar pakai aplikasi,-26,negative,-1
5,"['tolong', 'tingkatin', 'server', 'biar', 'lelet']",tolong tingkatin server biar lelet,-1,negative,-1
5,"['suka', 'cm', 'kayak', 'transaksi', 'atas', 'jam', 'gabisa', 'bca']",suka cm kayak transaksi atas jam gabisa bca,-1,negative,-1
4,"['udh', 'instal', 'udh', 'daftar', 'pas', 'bikin', 'pin', 'gagal', 'payah']",udh instal udh daftar pas bikin pin gagal payah,-3,negative,-1
4,"['loading', 'enjoy', 'pakai', 'mudah', 'transfer']",loading enjoy pakai mudah transfer,6,positive,1
1,"['ambil', 'duit', 'gabisa', 'login', 'melulu', 'anjing', 'butuh', 'duit', 'situ', 'sial']",ambil duit gabisa login melulu anjing butuh duit situ sial,-22,negative,-1
5,"['bagus', 'banget', 'tambahin', 'fitur', 'fitur', 'bagus']",bagus banget tambahin fitur fitur bagus,-3,negative,-1
5,"['fitur', 'etoll', 'segera']",fitur etoll segera,0,neutral,0
2,"['data', 'banget', 'proses', 'butuh', 'banget']",data banget proses butuh banget,-5,negative,-1
1,"['fitur', 'va', 'skali', 'code', 'salah', 'yahh', 'bintang', 'si']",fitur va skali code salah yahh bintang si,-4,negative,-1
5,"['fungsi', 'biaya', 'transfer', 'rang']",fungsi biaya transfer rang,-3,negative,-1
2,"['dikit', 'dikit', 'pelihara', 'sistem', 'saat', 'transfer', 'tolong', 'biasa', 'pelihara', 'sistem', 'jam', 'terimakasih']",dikit dikit pelihara sistem saat transfer tolong biasa pelihara sistem jam terimakasih,-6,negative,-1
5,"['kembang', 'apknya', 'mana', 'mudah', 'tinggal', 'pakai', 'hp']",kembang apknya mana mudah tinggal pakai hp,4,positive,1
5,"['layan', 'fitur', 'fleksibel', 'mudah', 'mudah', 'pakai']",layan fitur fleksibel mudah mudah pakai,6,positive,1
1,"['vc', 'susah', 'close', 'tolong', 'baik', 'server']",vc susah close tolong baik server,-2,negative,-1
4,"['e', 'walletnya', 'shopeepay', 'tunggu', 'baru', 'selanjutnyaa']",e walletnya shopeepay tunggu baru selanjutnyaa,-1,negative,-1
1,"['csnya', 'mana', 'video', 'call', 'ampe', 'batre', 'saut', 'bosen', 'dengerin', 'lagu']",csnya mana video call ampe batre saut bosen dengerin lagu,1,positive,1
1,"['lelet', 'aplikasi', 'salah', 'transfer', 'gara', 'gara', 'gagal', 'transfer']",lelet aplikasi salah transfer gara gara gagal transfer,-20,negative,-1
1,"['beneran', 'update', 'versi', 'android']",beneran update versi android,3,positive,1
5,"['aplikasi', 'bantu', 'mudah', 'nasabah']",aplikasi bantu mudah nasabah,2,positive,1
1,"['video', 'call', 'jelek', 'tuju', 'auto', 'unistall']",video call jelek tuju auto unistall,-6,negative,-1
1,"['apas', 'muncul', 'tulis', '', 'hmm', 'silah', 'coba', '']",apas muncul tulis  hmm silah coba ,4,positive,1
5,"['aplikasi', 'keren', 'bebas', 'biaya', 'transfer', 'praktis', 'penggunaanya']",aplikasi keren bebas biaya transfer praktis penggunaanya,-4,negative,-1
5,"['aplikasi', 'blubca', 'digital', 'ok', 'mantap', 'sukses']",aplikasi blubca digital ok mantap sukses,8,positive,1
5,"['bagus', 'moga', 'depan', 'jiika', 'buruk', 'rate', 'turun']",bagus moga depan jiika buruk rate turun,-8,negative,-1
1,"['apk', 'apaa', 'foto', 'selfi', 'susah', 'wajah', 'udh', 'tengahsi', 'buang', 'quota']",apk apaa foto selfi susah wajah udh tengahsi buang quota,-3,negative,-1
5,"['klau', 'pakek', 'sinyal', 'ringan', 'enteng', 'desa', 'cocok', 'jaring']",klau pakek sinyal ringan enteng desa cocok jaring,7,positive,1
5,"['langgan', 'bca', 'aplikasi', 'sayang', 'kode', 'refferalvoucher', 'salam', 'sukses', 'langkat', 'bca', 'kota']",langgan bca aplikasi sayang kode refferalvoucher salam sukses langkat bca kota,-3,negative,-1
4,"['aplikasi', 'lelet', 'tolong', 'baik']",aplikasi lelet tolong baik,-1,negative,-1
5,"['kode', 'referral', 'wahyuocfs', 'suka', 'aplikasi', 'tarik', 'setor', 'tunai', 'atm', 'bca', 'gratis']",kode referral wahyuocfs suka aplikasi tarik setor tunai atm bca gratis,4,positive,1
5,"['bantu', 'skali', 'canggih', 'digital']",bantu skali canggih digital,-1,negative,-1
5,"['bagus', 'topup', 'listrik', 'bayar', 'air']",bagus topup listrik bayar air,-5,negative,-1
5,"['blu', 'best', 'digital', 'bank', 'nge', 'lag', 'error', 'mantap', 'pokok']",blu best digital bank nge lag error mantap pokok,0,neutral,0
5,"['menu', 'setor', 'tunai', 'aplikasi', 'blu']",menu setor tunai aplikasi blu,-1,negative,-1
5,"['baik', 'moga', 'tahan', 'kualitas']",baik moga tahan kualitas,6,positive,1
2,"['akun', 'bca', 'blu', 'pas', 'cek', 'suruh', 'rekening']",akun bca blu pas cek suruh rekening,-3,negative,-1
5,"['blu', 'tolong', 'baik', 'systemnya', 'verifikasi', 'wajah', 'gagal', 'intruksi']",blu tolong baik systemnya verifikasi wajah gagal intruksi,-1,negative,-1
3,"['tolong', 'baik', 'sinyal', 'lelet', 'banget', 'tarik', 'tunai', 'mesin', 'atm', 'bca', 'gratis', 'kanmksh']",tolong baik sinyal lelet banget tarik tunai mesin atm bca gratis kanmksh,13,positive,1
5,"['mudah', 'fiturnya', 'promonya', 'tarik']",mudah fiturnya promonya tarik,5,positive,1
3,"['aktif', 'scren', 'lock', 'buka', 'aplk', 'error', 'x']",aktif scren lock buka aplk error x,-8,negative,-1
5,"['mantab', 'deh', 'promo', 'cashbacknyatingkatkan', 'layan']",mantab deh promo cashbacknyatingkatkan layan,3,positive,1
4,"['lumayan', 'bagus', 'tingkat', 'fiturnya']",lumayan bagus tingkat fiturnya,-2,negative,-1
5,"['aplikasi', 'bagus', 'promo', 'belanja', 'online', 'shop']",aplikasi bagus promo belanja online shop,-4,negative,-1
5,"['kirim', 'mudah', 'cepat', 'promo', 'biaya', 'admin']",kirim mudah cepat promo biaya admin,8,positive,1
5,"['ganti', 'bintang', 'sblmnya', 'biar', 'baik', 'nilai', 'blu', 'bca', 'smga', 'smkin', 'lancar', 'gakk', 'ganti', 'bintang']",ganti bintang sblmnya biar baik nilai blu bca smga smkin lancar gakk ganti bintang,8,positive,1
5,"['saran', 'kasih', 'pilhan', 'halaman', 'login', 'sign', 'buka', 'rekening', 'beda', 'bingung']",saran kasih pilhan halaman login sign buka rekening beda bingung,-2,negative,-1
3,"['cepat', 'lelet', 'aplikasi', 'tlong', 'agr', 'aplikasi', 'lelet']",cepat lelet aplikasi tlong agr aplikasi lelet,-8,negative,-1
5,"['pakai', 'sidik', 'jari', 'gagal', 'pakai', 'sidik', 'jari']",pakai sidik jari gagal pakai sidik jari,-12,negative,-1
2,"['kendala', 'malam', 'dana', 'masuk', 'pas', 'tarik', 'portopolio']",kendala malam dana masuk pas tarik portopolio,5,positive,1
5,"['gila', 'bagus', 'banget', 'kali', 'bank', 'digital', 'cashback', 'ahh', 'nyesel', 'pokok']",gila bagus banget kali bank digital cashback ahh nyesel pokok,-8,negative,-1
5,"['update', 'fungsi', 'bca', 'mobile']",update fungsi bca mobile,0,neutral,0
5,"['aplikasi', 'keren', 'mudah', 'gasss', 'download']",aplikasi keren mudah gasss download,-1,negative,-1
2,"['data', 'proses', 'banget', 'internet', 'lancar']",data proses banget internet lancar,1,positive,1
5,"['suka', 'banget', 'pakai', 'blu', 'digital', 'biaya', 'admin']",suka banget pakai blu digital biaya admin,3,positive,1
5,"['mudah', 'urusanmantap', 'moga', 'gratis', 'transfer']",mudah urusanmantap moga gratis transfer,8,positive,1
5,"['mantap', 'promopromonya']",mantap promopromonya,5,positive,1
5,"['coba', 'moga', 'bagusbuat', 'nabung', 'kartu', 'buku']",coba moga bagusbuat nabung kartu buku,2,positive,1
5,"['good', 'atm', 'buka', 'tabung', 'transaksi', 'dompet', 'banyak', 'kartu']",good atm buka tabung transaksi dompet banyak kartu,12,positive,1
5,"['ok', 'banget', 'praktis', 'sukses']",ok banget praktis sukses,12,positive,1
5,"['suka', 'banget', 'pakai', 'blu', 'operasi', 'mudah', 'banget']",suka banget pakai blu operasi mudah banget,8,positive,1
4,"['login', 'menu', 'utama', 'logo', 'login']",login menu utama logo login,0,neutral,0
5,"['mudah an', 'update', 'beli', 'emas', 'digital']",mudah an update beli emas digital,-1,negative,-1
4,"['saldo', 'slama', 'tahun', 'nabung', 'transaksi', 'rekening', 'blokir']",saldo slama tahun nabung transaksi rekening blokir,3,positive,1
1,"['app', 'error', 'muncul', 'hp', 'hapus', 'jugak']",app error muncul hp hapus jugak,-10,negative,-1
5,"['cepat', 'mudah', 'penbayaran', 'tagih']",cepat mudah penbayaran tagih,0,neutral,0
5,"['simpel', 'kini', 'cocok', 'millenial', 'gen', 'z']",simpel kini cocok millenial gen z,7,positive,1
5,"['mantap', 'blu', 'gratis', 'transfer', 'bank']",mantap blu gratis transfer bank,9,positive,1
5,"['matapkalu', 'gerat', 'transfer', 'antr', 'banksukses', 'selalukartu', 'debit', 'luncur', 'jgah', 'kerenmohon', 'timbang', 'saran', 'sayadengan', 'motif', 'blu', 'bcakren', 'kali', 'pkok', 'nyaklu', 'debit']",matapkalu gerat transfer antr banksukses selalukartu debit luncur jgah kerenmohon timbang saran sayadengan motif blu bcakren kali pkok nyaklu debit,-1,negative,-1
3,"['buka', 'aplikasi', 'langsung', 'errorloadingbuat', 'top', 'gagal']",buka aplikasi langsung errorloadingbuat top gagal,0,neutral,0
5,"['aplikasi', 'tunggu', 'fitur', 'lengkap', 'anti', 'antri', 'bank']",aplikasi tunggu fitur lengkap anti antri bank,-8,negative,-1
5,"['aplikasi', 'keren', 'promorewardsnya']",aplikasi keren promorewardsnya,-4,negative,-1
4,"['mantap', 'kartu', 'fisik', 'bank', 'digital']",mantap kartu fisik bank digital,5,positive,1
5,"['bagus', 'mudah', 'cs', 'ramah', 'respon', 'cepat']",bagus mudah cs ramah respon cepat,5,positive,1
3,"['apk', 'ko', 'mempersulitya', 'tahap', 'kenal', 'wajah', 'gagal']",apk ko mempersulitya tahap kenal wajah gagal,-3,negative,-1
5,"['lumayan', 'cepat', 'verifikasi', 'buat', 'akun', 'moga', 'maju']",lumayan cepat verifikasi buat akun moga maju,1,positive,1
3,"['lelet', 'beneran', 'animasi']",lelet beneran animasi,3,positive,1
5,"['layan', 'harap', 'langsung', 'aktiv', 'akun', 'syatetap', 'tahan']",layan harap langsung aktiv akun syatetap tahan,2,positive,1
5,"['bagus', 'isi', 'saldo', 'uang', 'elektronik', 'ribet']",bagus isi saldo uang elektronik ribet,-7,negative,-1
1,"['apk', 'digital', 'tarik', 'tunai', 'pakai', 'kartu', 'tarik', 'tunai', 'mesti', 'kena', 'biaya', 'adm']",apk digital tarik tunai pakai kartu tarik tunai mesti kena biaya adm,4,positive,1
